,sex,income,region,age,question,answer
396,Male,"$100,000 to $124,999",East North Central,45 - 59,1,Not so worried
397,Female,"$25,000 to $49,999",West North Central,60,1,Somewhat worried
398,Female,Prefer not to answer,South Atlantic,45 - 59,1,Not at all worried
399,Female,"$75,000 to $99,999",West North Central,30 - 44,1,Not so worried
400,Male,"$25,000 to $49,999",Middle Atlantic,18 - 29,1,Not so worried
401,Female,"$25,000 to $49,999",Pacific,18 - 29,1,Somewhat worried
402,Male,"$75,000 to $99,999",Pacific,60,1,Not at all worried
403,Male,Prefer not to answer,West North Central,18 - 29,1,Not at all worried
404,Male,"$150,000 to $174,999",South Atlantic,60,1,Not so worried
405,Female,"$0 to $9,999",West South Central,18 - 29,1,Extremely worried
406,Female,"$50,000 to $74,999",South Atlantic,18 - 29,1,Not so worried
407,Female,"$10,000 to $24,999",West South Central,30 - 44,1,Not at all worried
408,Female,"$50,000 to $74,999",Pacific,60,1,Not so worried
409,Female,"$200,000 and up",East North Central,45 - 59,1,Somewhat worried
410,Female,"$150,000 to $174,999",Pacific,30 - 44,1,Somewhat worried
411,Female,"$50,000 to $74,999",Pacific,60,1,Very worried
412,Female,"$50,000 to $74,999",Mountain,45 - 59,1,Somewhat worried
413,Male,"$75,000 to $99,999",East North Central,60,1,Not at all worried
414,Female,"$25,000 to $49,999",Middle Atlantic,18 - 29,1,Not at all worried
415,Female,"$75,000 to $99,999",New England,30 - 44,1,Extremely worried
416,Male,"$0 to $9,999",South Atlantic,60,1,Very worried
417,Female,"$50,000 to $74,999",East South Central,18 - 29,1,Not so worried
418,Male,Prefer not to answer,East South Central,30 - 44,1,Somewhat worried
419,Male,"$75,000 to $99,999",West South Central,45 - 59,1,Not at all worried
420,Female,"$0 to $9,999",New England,45 - 59,1,Very worried
421,Male,"$50,000 to $74,999",South Atlantic,30 - 44,1,Extremely worried
422,Female,Prefer not to answer,South Atlantic,30 - 44,1,Not so worried
423,Female,"$0 to $9,999",Middle Atlantic,18 - 29,1,Not at all worried
424,Female,Prefer not to answer,Mountain,30 - 44,1,Not at all worried
425,Male,"$125,000 to $149,999",West South Central,60,1,Not at all worried
426,Male,"$75,000 to $99,999",Pacific,18 - 29,1,Not at all worried
427,Male,"$50,000 to $74,999",East North Central,30 - 44,1,Not at all worried
428,Female,"$25,000 to $49,999",Middle Atlantic,60,1,Not at all worried
429,Female,"$25,000 to $49,999",Mountain,45 - 59,1,Not at all worried
430,Male,"$10,000 to $24,999",West South Central,30 - 44,1,Not so worried
431,Female,"$50,000 to $74,999",Pacific,45 - 59,1,Not at all worried
432,Male,"$75,000 to $99,999",West South Central,30 - 44,1,Not at all worried
433,Female,"$50,000 to $74,999",Middle Atlantic,30 - 44,1,Not at all worried
434,Female,"$200,000 and up",West North Central,60,1,Not at all worried
435,Female,"$10,000 to $24,999",West South Central,45 - 59,1,Extremely worried
436,Male,"$175,000 to $199,999",New England,60,1,Not at all worried
437,Male,"$25,000 to $49,999",East North Central,18 - 29,1,Not so worried
438,Female,"$125,000 to $149,999",Mountain,60,1,Not at all worried
439,Female,"$75,000 to $99,999",Middle Atlantic,60,1,Not at all worried
440,Female,"$100,000 to $124,999",South Atlantic,30 - 44,1,Not at all worried
441,Female,"$150,000 to $174,999",New England,45 - 59,1,Somewhat worried
442,Male,"$50,000 to $74,999",East North Central,30 - 44,1,Not so worried
443,Female,"$25,000 to $49,999",Pacific,60,1,Extremely worried
444,Male,"$50,000 to $74,999",New England,45 - 59,1,Not so worried
445,Female,Prefer not to answer,Pacific,30 - 44,1,Not at all worried
446,Female,"$10,000 to $24,999",South Atlantic,60,1,Somewhat worried
447,Female,"$175,000 to $199,999",West South Central,45 - 59,1,Not so worried
448,Male,"$25,000 to $49,999",Mountain,45 - 59,1,Not so worried
449,Female,Prefer not to answer,East North Central,30 - 44,1,Not at all worried
450,Female,"$100,000 to $124,999",South Atlantic,30 - 44,1,Not so worried
451,Female,"$25,000 to $49,999",Pacific,45 - 59,1,Not so worried
452,Female,"$25,000 to $49,999",,30 - 44,1,Extremely worried
453,Female,"$200,000 and up",New England,18 - 29,1,Not so worried
454,Female,Prefer not to answer,Pacific,30 - 44,1,Not at all worried
455,Male,Prefer not to answer,South Atlantic,30 - 44,1,Not so worried
456,Male,"$200,000 and up",West South Central,60,1,Not at all worried
457,Female,Prefer not to answer,Pacific,45 - 59,1,Not so worried
458,Female,"$100,000 to $124,999",East North Central,45 - 59,1,Not so worried
459,Male,"$100,000 to $124,999",East North Central,45 - 59,1,Not so worried
460,Female,Prefer not to answer,New England,60,1,Not so worried
461,Female,"$0 to $9,999",South Atlantic,30 - 44,1,Somewhat worried
462,Female,"$175,000 to $199,999",New England,60,1,Not so worried
463,Female,"$10,000 to $24,999",Pacific,45 - 59,1,Somewhat worried
464,Female,"$75,000 to $99,999",West North Central,45 - 59,1,Not so worried
465,Female,Prefer not to answer,Middle Atlantic,18 - 29,1,Not at all worried
466,Male,"$50,000 to $74,999",New England,60,1,Somewhat worried
467,Female,"$0 to $9,999",East South Central,60,1,Not so worried
468,Female,"$25,000 to $49,999",South Atlantic,18 - 29,1,Somewhat worried
469,Female,"$50,000 to $74,999",South Atlantic,45 - 59,1,Not so worried
470,Female,"$10,000 to $24,999",New England,60,1,Not so worried
471,Female,"$50,000 to $74,999",Middle Atlantic,60,1,Not at all worried
472,Female,"$50,000 to $74,999",Mountain,45 - 59,1,Not at all worried
473,Male,"$150,000 to $174,999",East North Central,45 - 59,1,Not at all worried
474,Female,"$10,000 to $24,999",Middle Atlantic,60,1,Not so worried
475,Female,"$125,000 to $149,999",East North Central,30 - 44,1,Not at all worried
476,Female,"$50,000 to $74,999",South Atlantic,30 - 44,1,Not at all worried
477,Male,"$10,000 to $24,999",West South Central,60,1,Not so worried
478,Male,"$200,000 and up",Pacific,30 - 44,1,Very worried
479,Female,"$25,000 to $49,999",East North Central,30 - 44,1,Not so worried
480,Female,Prefer not to answer,Middle Atlantic,18 - 29,1,Somewhat worried
481,Male,"$150,000 to $174,999",West South Central,45 - 59,1,Not at all worried
482,Female,"$0 to $9,999",,45 - 59,1,Not so worried
483,Female,Prefer not to answer,East North Central,30 - 44,1,Not at all worried
484,Male,"$50,000 to $74,999",Pacific,45 - 59,1,Somewhat worried
485,Female,"$100,000 to $124,999",South Atlantic,18 - 29,1,Not so worried
486,Female,"$75,000 to $99,999",East North Central,60,1,Not so worried
487,Female,Prefer not to answer,Mountain,30 - 44,1,Somewhat worried
488,Female,"$100,000 to $124,999",East North Central,45 - 59,1,Not at all worried
489,Female,"$50,000 to $74,999",West North Central,18 - 29,1,Not so worried
490,Male,"$100,000 to $124,999",Middle Atlantic,60,1,Not at all worried
491,Female,"$125,000 to $149,999",South Atlantic,45 - 59,1,Not so worried
492,Female,"$100,000 to $124,999",Middle Atlantic,30 - 44,1,Not at all worried
493,Female,Prefer not to answer,Mountain,60,1,Somewhat worried
494,Female,"$50,000 to $74,999",West South Central,30 - 44,1,Not at all worried
495,Male,"$50,000 to $74,999",East North Central,60,1,Not at all worried
496,Male,"$50,000 to $74,999",Middle Atlantic,45 - 59,1,Not at all worried
497,Female,"$100,000 to $124,999",South Atlantic,45 - 59,1,Somewhat worried
498,Female,Prefer not to answer,South Atlantic,45 - 59,1,Not at all worried
499,Male,"$200,000 and up",South Atlantic,45 - 59,1,Not so worried
500,Female,"$25,000 to $49,999",South Atlantic,60,1,Not so worried
501,Female,"$25,000 to $49,999",South Atlantic,60,1,Not so worried
502,Male,"$100,000 to $124,999",South Atlantic,45 - 59,1,Not at all worried
503,Female,"$75,000 to $99,999",Pacific,60,1,Extremely worried
504,Male,"$50,000 to $74,999",Pacific,30 - 44,1,Somewhat worried
505,Male,"$125,000 to $149,999",West South Central,45 - 59,1,Not at all worried
506,Female,"$125,000 to $149,999",West South Central,18 - 29,1,Very worried
507,Male,Prefer not to answer,New England,60,1,Not so worried
508,Male,Prefer not to answer,East North Central,45 - 59,1,Not at all worried
509,Female,Prefer not to answer,Pacific,60,1,Very worried
510,Male,"$75,000 to $99,999",South Atlantic,45 - 59,1,Not at all worried
511,Male,"$125,000 to $149,999",,45 - 59,1,Not so worried
512,Male,"$50,000 to $74,999",Middle Atlantic,30 - 44,1,Somewhat worried
513,Male,"$50,000 to $74,999",East South Central,30 - 44,1,Not at all worried
514,Female,"$100,000 to $124,999",Pacific,18 - 29,1,Not at all worried
515,Female,"$25,000 to $49,999",East North Central,18 - 29,1,Not at all worried
516,Male,"$150,000 to $174,999",Pacific,18 - 29,1,Not so worried
517,Female,"$75,000 to $99,999",West South Central,45 - 59,1,Not at all worried
518,Female,"$25,000 to $49,999",East North Central,45 - 59,1,Somewhat worried
519,Female,"$50,000 to $74,999",Pacific,60,1,Very worried
520,Female,"$0 to $9,999",West South Central,18 - 29,1,Not at all worried
521,Female,"$25,000 to $49,999",Middle Atlantic,30 - 44,1,Somewhat worried
522,Female,"$25,000 to $49,999",South Atlantic,45 - 59,1,Not so worried
523,Male,"$150,000 to $174,999",East South Central,45 - 59,1,Somewhat worried
524,Female,"$25,000 to $49,999",Pacific,60,1,Not so worried
525,Female,"$75,000 to $99,999",East North Central,30 - 44,1,Extremely worried
526,Female,"$75,000 to $99,999",West North Central,45 - 59,1,Not at all worried
527,Female,"$10,000 to $24,999",South Atlantic,60,1,Somewhat worried
528,Female,"$50,000 to $74,999",New England,60,1,Not so worried
529,Male,"$25,000 to $49,999",West South Central,30 - 44,1,Somewhat worried
530,Female,"$10,000 to $24,999",Pacific,45 - 59,1,Not so worried
531,Male,"$50,000 to $74,999",West South Central,45 - 59,1,Not so worried
532,Female,"$25,000 to $49,999",South Atlantic,30 - 44,1,Not so worried
533,Female,Prefer not to answer,West South Central,30 - 44,1,Not at all worried
534,Female,"$200,000 and up",East North Central,60,1,Not so worried
535,Female,"$125,000 to $149,999",Pacific,60,1,Not so worried
536,Male,"$25,000 to $49,999",East South Central,45 - 59,1,Not at all worried
537,Female,"$200,000 and up",West North Central,30 - 44,1,Somewhat worried
538,Male,"$10,000 to $24,999",East North Central,45 - 59,1,Not at all worried
539,Female,"$10,000 to $24,999",Mountain,45 - 59,1,Somewhat worried
540,Female,"$125,000 to $149,999",South Atlantic,45 - 59,1,Not at all worried
541,Female,"$50,000 to $74,999",West South Central,60,1,Not at all worried
542,Male,"$10,000 to $24,999",Middle Atlantic,18 - 29,1,Not at all worried
543,Female,Prefer not to answer,South Atlantic,18 - 29,1,Somewhat worried
544,Female,Prefer not to answer,East North Central,30 - 44,1,Not so worried
545,Female,"$100,000 to $124,999",Middle Atlantic,45 - 59,1,Not so worried
546,Male,"$10,000 to $24,999",West South Central,60,1,Somewhat worried
547,Male,"$75,000 to $99,999",Pacific,30 - 44,1,Somewhat worried
548,Female,"$200,000 and up",East North Central,30 - 44,1,Not at all worried
549,Male,"$10,000 to $24,999",South Atlantic,18 - 29,1,Not so worried
550,Female,Prefer not to answer,Mountain,60,1,Not so worried
551,Male,"$50,000 to $74,999",Pacific,30 - 44,1,Somewhat worried
552,Female,"$25,000 to $49,999",West North Central,18 - 29,1,Not at all worried
553,Female,"$25,000 to $49,999",Pacific,60,1,Not so worried
554,Female,Prefer not to answer,New England,18 - 29,1,Not so worried
555,Male,"$150,000 to $174,999",Mountain,30 - 44,1,Not at all worried
556,Female,"$150,000 to $174,999",South Atlantic,60,1,Not at all worried
557,Female,Prefer not to answer,West South Central,45 - 59,1,Not so worried
558,Male,"$75,000 to $99,999",Middle Atlantic,30 - 44,1,Not at all worried
559,Female,"$25,000 to $49,999",East North Central,60,1,Somewhat worried
560,Male,"$25,000 to $49,999",East North Central,45 - 59,1,Very worried
561,Male,"$50,000 to $74,999",West South Central,45 - 59,1,Not at all worried
562,Female,"$50,000 to $74,999",Middle Atlantic,60,1,Not so worried
563,Female,"$25,000 to $49,999",Pacific,30 - 44,1,Somewhat worried
564,Female,Prefer not to answer,Mountain,45 - 59,1,Somewhat worried
565,Female,"$10,000 to $24,999",East North Central,45 - 59,1,Not so worried
566,Male,"$200,000 and up",Pacific,60,1,Not so worried
567,Female,"$200,000 and up",West South Central,45 - 59,1,Not so worried
568,Male,"$10,000 to $24,999",New England,18 - 29,1,Not at all worried
569,Male,"$0 to $9,999",East North Central,45 - 59,1,Somewhat worried
570,Male,"$75,000 to $99,999",South Atlantic,18 - 29,1,Not so worried
571,Female,"$25,000 to $49,999",Mountain,18 - 29,1,Not so worried
572,Male,"$50,000 to $74,999",Middle Atlantic,30 - 44,1,Not at all worried
573,Female,"$10,000 to $24,999",South Atlantic,45 - 59,1,Somewhat worried
574,Male,Prefer not to answer,Middle Atlantic,18 - 29,1,Not at all worried
575,Male,"$25,000 to $49,999",South Atlantic,60,1,Not so worried
576,Female,"$50,000 to $74,999",Mountain,60,1,Not so worried
577,Female,"$200,000 and up",West South Central,45 - 59,1,Somewhat worried
578,Female,"$100,000 to $124,999",East North Central,18 - 29,1,Not at all worried
579,Female,"$25,000 to $49,999",South Atlantic,45 - 59,1,Not at all worried
580,Female,Prefer not to answer,Pacific,45 - 59,1,Somewhat worried
581,Male,"$100,000 to $124,999",East North Central,18 - 29,1,Not so worried
582,Male,"$100,000 to $124,999",Pacific,30 - 44,1,Not so worried
583,Female,"$100,000 to $124,999",,60,1,Not so worried
584,Female,"$100,000 to $124,999",New England,45 - 59,1,Not at all worried
585,Female,"$25,000 to $49,999",Middle Atlantic,45 - 59,1,Not at all worried
586,Female,"$25,000 to $49,999",Middle Atlantic,60,1,Not so worried
587,Female,"$75,000 to $99,999",East North Central,45 - 59,1,Not at all worried
588,Male,"$50,000 to $74,999",New England,60,1,Extremely worried
589,Female,"$125,000 to $149,999",Pacific,60,1,Somewhat worried
590,Female,"$10,000 to $24,999",East North Central,18 - 29,1,Not so worried
591,Male,"$25,000 to $49,999",East South Central,30 - 44,1,Not at all worried
592,Female,"$125,000 to $149,999",South Atlantic,45 - 59,1,Not at all worried
593,Female,"$0 to $9,999",East South Central,18 - 29,1,Not at all worried
594,Male,"$75,000 to $99,999",West South Central,60,1,Somewhat worried
595,Female,"$25,000 to $49,999",South Atlantic,18 - 29,1,Not at all worried
596,Male,"$75,000 to $99,999",East North Central,18 - 29,1,Not at all worried
597,Female,"$25,000 to $49,999",South Atlantic,45 - 59,1,Not at all worried
598,Male,"$50,000 to $74,999",South Atlantic,30 - 44,1,Somewhat worried
599,Female,"$75,000 to $99,999",South Atlantic,30 - 44,1,Not at all worried
600,Female,"$125,000 to $149,999",West North Central,30 - 44,1,Not at all worried
601,Male,"$50,000 to $74,999",South Atlantic,18 - 29,1,Not at all worried
602,Female,"$25,000 to $49,999",Mountain,18 - 29,1,Extremely worried
603,Male,"$50,000 to $74,999",West South Central,60,1,Not at all worried
604,Female,"$100,000 to $124,999",Pacific,60,1,Somewhat worried
605,Female,"$100,000 to $124,999",New England,30 - 44,1,Somewhat worried
606,,,,,1,Somewhat worried
607,Female,"$100,000 to $124,999",West South Central,60,1,Not at all worried
608,Female,"$50,000 to $74,999",East North Central,30 - 44,1,Not so worried
609,Female,"$50,000 to $74,999",South Atlantic,45 - 59,1,Not at all worried
610,Female,Prefer not to answer,East North Central,30 - 44,1,Not at all worried
611,Female,"$75,000 to $99,999",Pacific,45 - 59,1,Somewhat worried
612,Male,Prefer not to answer,Pacific,45 - 59,1,Not so worried
613,Female,"$10,000 to $24,999",Pacific,30 - 44,1,Not at all worried
614,Female,"$100,000 to $124,999",West North Central,45 - 59,1,Not so worried
615,Female,"$25,000 to $49,999",East North Central,60,1,Not at all worried
616,Female,"$150,000 to $174,999",Pacific,45 - 59,1,Somewhat worried
617,Female,Prefer not to answer,West South Central,60,1,Not so worried
618,Female,"$200,000 and up",West North Central,30 - 44,1,Somewhat worried
619,Male,"$50,000 to $74,999",South Atlantic,60,1,Not at all worried
620,Male,"$75,000 to $99,999",South Atlantic,60,1,Not at all worried
621,Female,"$100,000 to $124,999",Pacific,18 - 29,1,Not at all worried
622,Male,"$75,000 to $99,999",Pacific,45 - 59,1,Not so worried
623,Male,"$200,000 and up",Middle Atlantic,30 - 44,1,Not at all worried
624,Male,"$100,000 to $124,999",West South Central,60,1,Not at all worried
625,Female,Prefer not to answer,Middle Atlantic,60,1,Not so worried
626,Female,"$10,000 to $24,999",East North Central,18 - 29,1,Not so worried
627,Male,"$25,000 to $49,999",Pacific,18 - 29,1,Somewhat worried
628,Female,"$50,000 to $74,999",Mountain,45 - 59,1,Not so worried
629,Female,"$0 to $9,999",West South Central,18 - 29,1,Not at all worried
630,Female,"$75,000 to $99,999",Pacific,30 - 44,1,Somewhat worried
631,Female,Prefer not to answer,Middle Atlantic,30 - 44,1,Not so worried
632,Female,"$10,000 to $24,999",Pacific,45 - 59,1,Somewhat worried
633,Female,Prefer not to answer,West South Central,60,1,Somewhat worried
634,Male,"$25,000 to $49,999",Middle Atlantic,30 - 44,1,Not at all worried
635,Female,"$50,000 to $74,999",South Atlantic,18 - 29,1,Somewhat worried
636,Female,"$10,000 to $24,999",Pacific,18 - 29,1,Somewhat worried
637,Female,"$50,000 to $74,999",West South Central,18 - 29,1,Not at all worried
638,Female,"$50,000 to $74,999",West North Central,60,1,Not at all worried
639,Male,Prefer not to answer,Pacific,18 - 29,1,Very worried
640,Female,"$125,000 to $149,999",Pacific,18 - 29,1,Not at all worried
641,Female,"$125,000 to $149,999",East North Central,30 - 44,1,Not so worried
